Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend
1626.564,78.40,71.51,-0.0596
1627.282,78.45,71.46,-0.0690
1628,78.50,71.58,-0.0483
1628.916,78.55,71.18,-0.1199
1629.831,78.60,69.54,-0.4110
1630.746,78.65,68.31,-0.6296
1631.662,78.70,68.44,-0.6073
1632.578,78.75,67.50,-0.7744
1633.493,78.80,67.29,-0.8123
1634.408,78.85,67.05,-0.8556
1635.324,78.90,66.27,-0.9944
1636.239,78.95,67.95,-0.6976
1637.155,79.00,68.34,-0.6292
1638.07,79.05,67.53,-0.7734
1638.986,79.10,66.49,-0.9583
1639.901,79.15,65.65,-1.1078
1640.817,79.20,64.06,-1.3901
1641.732,79.25,63.72,-1.4510
1642.648,79.30,62.28,-1.7067
1643.563,79.35,62.74,-1.6260
1644.479,79.40,64.38,-1.3362
1645.394,79.45,65.65,-1.1120
1646.31,79.50,65.00,-1.2278
1647.225,79.55,64.58,-1.3029
1648.141,79.60,65.83,-1.0823
1649.056,79.65,66.80,-0.9112
1649.972,79.70,70.86,-0.1929
1650.887,79.75,71.98,0.0048
1651.803,79.80,72.85,0.1581
1652.718,79.85,75.70,0.6622
1653.634,79.90,76.20,0.7500
1654.83,79.95,73.53,0.2762
1656.213,80.00,77.18,0.9216
1657.596,80.05,76.28,0.7611
1658.979,80.10,77.47,0.9708
1660.362,80.15,76.93,0.8741
1661.745,80.20,76.86,0.8606
1663.128,80.25,76.85,0.8578
1664.511,80.30,75.92,0.6920
1665.894,80.35,76.47,0.7883
1667.277,80.40,75.99,0.7022
1668.66,80.45,75.78,0.6640
1670.043,80.50,75.31,0.5797
1671.426,80.55,75.08,0.5379
1672.808,80.60,72.48,0.0763
1674.192,80.65,73.43,0.2435
1675.574,80.70,73.13,0.1893
1676.957,80.75,71.98,-0.0154
1678.34,80.80,70.90,-0.2078
1679.723,80.85,70.53,-0.2744
1681.106,80.90,68.80,-0.5818
1682.489,80.95,67.37,-0.8362
1683.872,81.00,63.10,-1.5935
1685.255,81.05,61.48,-1.8814
1686.638,81.10,60.34,-2.0844
1688.021,81.15,63.76,-1.4798
1689.404,81.20,64.95,-1.2701
1690.787,81.25,66.34,-1.0250
1692.17,81.30,67.01,-0.9074
1693.553,81.35,69.74,-0.4250
1694.936,81.40,68.75,-0.6014
1696.319,81.45,67.59,-0.8079
1697.702,81.50,64.78,-1.3066
1699.085,81.55,67.61,-0.8065
1700.468,81.60,71.33,-0.1488
1701.851,81.65,72.14,-0.0064
1703.234,81.70,72.59,0.0722
1704.617,81.75,72.29,0.0180
1706,81.80,70.88,-0.2328
1707.061,81.85,67.81,-0.7773
1708.121,81.90,64.20,-1.4174
1709.182,81.95,63.50,-1.5422
1710.242,82.00,64.26,-1.4085
1711.303,82.05,63.76,-1.4978
1712.364,82.10,65.53,-1.1852
1713.424,82.15,67.01,-0.9239
1714.485,82.20,66.78,-0.9655
1715.545,82.25,68.48,-0.6652
1716.606,82.30,72.35,0.0193
1717.667,82.35,76.43,0.7411
1718.727,82.40,79.43,1.2716
1719.788,82.45,79.92,1.3575
1720.849,82.50,80.33,1.4293
1721.909,82.55,78.66,1.1327
1722.97,82.60,81.01,1.5481
1724.03,82.65,80.61,1.4764
1725.091,82.70,78.48,1.0984
1726.151,82.75,78.44,1.0905
1727.212,82.80,75.02,0.4840
1728.273,82.85,78.66,1.1278
1729.333,82.90,78.32,1.0668
1730.394,82.95,76.43,0.7312
1731.455,83.00,76.37,0.7198
1732.515,83.05,77.08,0.8447
1733.576,83.10,76.25,0.6969
1734.636,83.15,76.14,0.6766
1735.697,83.20,75.42,0.5482
1736.758,83.25,74.64,0.4093
1737.818,83.30,72.97,0.1127
1738.879,83.35,71.28,-0.1874
1739.939,83.40,67.17,-0.9161
1741,83.45,65.17,-1.2711
1742.061,83.50,63.90,-1.4969
1743.121,83.55,64.94,-1.3135
1744.182,83.60,66.57,-1.0257
1745.242,83.65,64.02,-1.4781
1746.303,83.70,65.68,-1.1849
1747.364,83.75,64.63,-1.3717
1748.465,83.80,66.06,-1.1193
1749.626,83.85,67.11,-0.9343
1750.788,83.90,68.51,-0.6872
1751.949,83.95,67.96,-0.7855
1753.111,84.00,67.69,-0.8342
1754.273,84.05,68.64,-0.6669
1755.434,84.10,69.60,-0.4978
1756.596,84.15,71.33,-0.1923
1757.758,84.20,71.61,-0.1436
1758.919,84.25,75.17,0.4860
1760.081,84.30,75.59,0.5594
1761.242,84.35,73.83,0.2469
1762.404,84.40,75.58,0.5559
1763.566,84.45,77.27,0.8543
1764.727,84.50,76.83,0.7755
1765.889,84.55,76.03,0.6329
1767.05,84.60,77.09,0.8197
1768.212,84.65,74.56,0.3707
1769.374,84.70,74.20,0.3061
1770.535,84.75,75.27,0.4947
1771.697,84.80,77.94,0.9666
1772.859,84.85,78.13,0.9994
1774.02,84.90,79.33,1.2110
1775.182,84.95,79.02,1.1552
1776.343,85.00,78.62,1.0835
1777.505,85.05,78.73,1.1020
1778.667,85.10,79.16,1.1773
1779.828,85.15,78.46,1.0524
1780.99,85.20,77.62,0.9028
1782.151,85.25,77.78,0.9302
1783.313,85.30,76.28,0.6636
1784.475,85.35,72.98,0.0783
1785.636,85.40,75.80,0.5768
1786.798,85.45,75.43,0.5104
1787.96,85.50,72.28,-0.0484
1789.121,85.55,70.76,-0.3185
1790.283,85.60,67.37,-0.9197
1791.444,85.65,66.00,-1.1633
1792.606,85.70,65.78,-1.2031
1793.768,85.75,63.41,-1.6238
1794.815,85.80,64.38,-1.4528
1795.833,85.85,69.49,-0.5486
1796.852,85.90,71.17,-0.2518
1797.87,85.95,72.24,-0.0631
1798.889,86.00,72.43,-0.0303
1799.907,86.05,72.06,-0.0966
1800.926,86.10,72.67,0.0106
1801.944,86.15,73.22,0.1073
1802.963,86.20,72.73,0.0197
1803.981,86.25,72.04,-0.1033
1805,86.30,70.56,-0.3662
1806.018,86.35,73.90,0.2245
1807.037,86.40,75.37,0.4841
1808.055,86.45,75.83,0.5648
1809.074,86.50,75.31,0.4719
1810.093,86.55,75.89,0.5738
1811.111,86.60,77.24,0.8121
1812.13,86.65,77.38,0.8361
1813.148,86.70,78.12,0.9664
1814.167,86.75,77.65,0.8823
1815.185,86.80,77.66,0.8833
1816.204,86.85,77.94,0.9321
1817.222,86.90,78.11,0.9614
1818.241,86.95,78.01,0.9429
1819.259,87.00,77.50,0.8518
1820.278,87.05,78.53,1.0335
1821.296,87.10,77.91,0.9229
1822.315,87.15,76.97,0.7556
1823.333,87.20,77.38,0.8274
1824.352,87.25,72.06,-0.1155
1825.37,87.30,69.32,-0.6016
1826.389,87.35,70.84,-0.3332
1827.407,87.40,76.22,0.6188
1828.426,87.45,77.79,0.8961
1829.444,87.50,78.31,0.9874
1830.463,87.55,78.81,1.0751
1831.481,87.60,78.34,0.9911
1832.5,87.65,79.15,1.1338
1833.518,87.70,75.87,0.5521
1834.537,87.75,79.57,1.2066
1835.556,87.80,79.96,1.2749
1836.574,87.85,79.83,1.2511
1837.593,87.90,80.37,1.3459
1838.611,87.95,80.79,1.4195
1839.63,88.00,80.06,1.2894
1840.648,88.05,81.09,1.4710
1841.667,88.10,81.05,1.4632
1842.685,88.15,80.27,1.3242
1843.704,88.20,78.19,0.9551
1844.722,88.25,75.62,0.4991
1845.741,88.30,79.06,1.1076
1846.759,88.35,80.54,1.3689
1847.778,88.40,79.82,1.2406
1848.796,88.45,79.05,1.1034
1849.815,88.50,77.30,0.7927
1850.833,88.55,78.22,0.9549
1851.852,88.60,80.65,1.3844
1852.87,88.65,80.57,1.3695
1853.889,88.70,80.32,1.3244
1854.907,88.75,79.49,1.1766
1855.926,88.80,78.26,0.9580
1856.944,88.85,76.80,0.6986
1857.963,88.90,75.65,0.4942
1858.981,88.95,72.97,0.0188
1860,89.00,73.84,0.1721
1861.639,89.05,72.05,-0.1462
1863.279,89.10,69.42,-0.6133
1864.918,89.15,69.53,-0.5951
1866.557,89.20,68.79,-0.7274
1868.197,89.25,68.01,-0.8668
1869.836,89.30,68.42,-0.7955
1871.475,89.35,68.27,-0.8233
1873.115,89.40,67.66,-0.9326
1874.754,89.45,66.90,-1.0685
1876.393,89.50,66.91,-1.0680
1878.033,89.55,65.94,-1.2410
1879.672,89.60,66.75,-1.0988
1881.312,89.65,68.25,-0.8345
1882.951,89.70,68.64,-0.7667
1884.59,89.75,69.18,-0.6723
1886.23,89.80,71.02,-0.3477
1887.869,89.85,71.14,-0.3277
1889.508,89.90,72.10,-0.1590
1891.147,89.95,70.97,-0.3604
1892.787,90.00,65.01,-1.4172
1894.426,90.05,68.03,-0.8836
1896.065,90.10,69.08,-0.6989
1897.705,90.15,71.12,-0.3389
1899.344,90.20,71.41,-0.2888
1900.9,90.25,72.41,-0.1129
1902.4,90.30,72.85,-0.0361
1903.9,90.35,74.29,0.2177
1905.4,90.40,74.86,0.3175
1906.9,90.45,74.83,0.3110
1908.4,90.50,73.27,0.0336
1909.9,90.55,74.88,0.3176
1911.4,90.60,75.65,0.4528
1912.9,90.65,75.98,0.5100
1914.4,90.70,76.21,0.5496
1915.9,90.75,73.89,0.1376
1917.4,90.80,77.02,0.6907
1918.9,90.85,77.75,0.8189
1920.4,90.90,78.40,0.9328
1921.9,90.95,79.25,1.0822
1923.4,91.00,79.31,1.0916
1924.9,91.05,79.18,1.0675
1926.4,91.10,79.60,1.1407
1927.9,91.15,79.54,1.1289
1929.4,91.20,79.28,1.0817
1930.9,91.25,78.15,0.8804
1932.4,91.30,77.19,0.7092
1933.9,91.35,77.01,0.6762
1935.4,91.40,74.14,0.1667
1936.9,91.45,71.72,-0.2630
1938.4,91.50,69.08,-0.7317
1939.9,91.55,68.11,-0.9047
1941.4,91.60,68.89,-0.7677
1942.9,91.65,69.64,-0.6360
1944.4,91.70,69.74,-0.6195
1945.9,91.75,67.25,-1.0616
1947.4,91.80,68.44,-0.8520
1948.884,91.85,70.90,-0.4175
1950.358,91.90,71.66,-0.2841
1951.832,91.95,69.18,-0.7244
1953.305,92.00,66.70,-1.1648
1954.779,92.05,66.25,-1.2456
1956.253,92.10,66.68,-1.1706
1957.726,92.15,69.26,-0.7148
1959.2,92.20,71.13,-0.3848
1960.674,92.25,71.41,-0.3363
1962.147,92.30,67.71,-0.9928
1963.621,92.35,68.54,-0.8469
1965.095,92.40,68.39,-0.8746
1966.568,92.45,72.86,-0.0841
1968.042,92.50,75.96,0.4637
1969.516,92.55,77.80,0.7885
1970.989,92.60,77.92,0.8086
1972.463,92.65,79.30,1.0518
1973.937,92.70,80.58,1.2774
1975.411,92.75,81.37,1.4161
1976.884,92.80,81.96,1.5195
1978.358,92.85,82.19,1.5591
1979.832,92.90,82.68,1.6447
1981.305,92.95,82.30,1.5763
1982.779,93.00,81.32,1.4016
1984.253,93.05,80.40,1.2375
1985.726,93.10,80.01,1.1673
1987.2,93.15,78.30,0.8633
1988.674,93.20,74.89,0.2583
1990.147,93.25,73.15,-0.0510
1991.621,93.30,72.25,-0.2116
1993.095,93.35,68.21,-0.9282
1994.568,93.40,67.98,-0.9701
1996.042,93.45,68.59,-0.8632
1997.516,93.50,70.18,-0.5827
1998.99,93.55,70.52,-0.5237
2000.463,93.60,71.51,-0.3495
2001.937,93.65,73.59,0.0177
2003.41,93.70,71.35,-0.3801
2004.553,93.75,68.52,-0.8822
2005.474,93.80,69.57,-0.6969
2006.395,93.85,71.40,-0.3736
2007.316,93.90,73.10,-0.0732
2008.237,93.95,72.27,-0.2209
2009.158,94.00,70.09,-0.6077
2010.079,94.05,72.72,-0.1427
2011,94.10,75.14,0.2852
2011.921,94.15,75.88,0.4156
2012.842,94.20,76.56,0.5353
2013.763,94.25,76.31,0.4903
2014.684,94.30,74.69,0.2027
2015.605,94.35,73.81,0.0461
2016.526,94.40,69.91,-0.6453
2017.447,94.45,67.42,-1.0870
2018.368,94.50,71.02,-0.4501
2019.29,94.55,73.52,-0.0081
2020.21,94.60,75.41,0.3259
2021.132,94.65,76.34,0.4899
2022.053,94.70,77.24,0.6486
2022.974,94.75,77.02,0.6089
2023.895,94.80,79.60,1.0651
2024.816,94.85,78.54,0.8766
2025.737,94.90,78.38,0.8476
2026.658,94.95,80.82,1.2790
2027.579,95.00,81.12,1.3314
2028.5,95.05,81.00,1.3095
2029.421,95.10,81.58,1.4115
2030.342,95.15,81.90,1.4674
2031.263,95.20,81.34,1.3675
2032.184,95.25,81.43,1.3828
2033.105,95.30,81.01,1.3077
2034.026,95.35,80.88,1.2839
2034.947,95.40,81.13,1.3275
2035.868,95.45,81.08,1.3179
2036.789,95.50,81.09,1.3190
2037.711,95.55,81.08,1.3165
2038.632,95.60,80.55,1.2219
2039.553,95.65,79.87,1.1008
2040.474,95.70,79.04,0.9531
2041.395,95.75,77.85,0.7416
2042.316,95.80,77.22,0.6293
2043.237,95.85,76.19,0.4462
2044.158,95.90,73.49,-0.0327
2045.079,95.95,73.44,-0.0423
2046,96.00,75.45,0.3130
2046.714,96.05,73.94,0.0450
2047.429,96.10,73.12,-0.1008
2048.143,96.15,75.60,0.3379
2048.857,96.20,75.27,0.2789
2049.572,96.25,77.19,0.6184
2050.286,96.30,77.17,0.6143
2051,96.35,77.85,0.7341
2051.714,96.40,79.53,1.0311
2052.428,96.45,79.07,0.9491
2053.143,96.50,79.62,1.0460
2053.857,96.55,80.20,1.1481
2054.571,96.60,80.30,1.1653
2055.286,96.65,80.36,1.1753
2056,96.70,80.58,1.2138
2056.714,96.75,80.41,1.1831
2057.429,96.80,80.34,1.1701
2058.143,96.85,79.81,1.0757
2058.857,96.90,79.62,1.0415
2059.571,96.95,79.13,0.9542
2060.286,97.00,78.92,0.9164
2061,97.05,77.94,0.7423
2061.714,97.10,74.90,0.2034
2062.429,97.15,73.89,0.0240
2063.143,97.20,71.15,-0.4618
2063.857,97.25,66.34,-1.3142
2064.572,97.30,66.94,-1.2085
2065.286,97.35,68.78,-0.8832
2066,97.40,69.32,-0.7881
2066.714,97.45,65.66,-1.4369
2067.428,97.50,66.52,-1.2851
2068.143,97.55,66.78,-1.2396
2068.857,97.60,65.70,-1.4315
2069.572,97.65,65.08,-1.5418
2070.286,97.70,66.01,-1.3777
2071,97.75,64.69,-1.6120
2071.714,97.80,64.24,-1.6922
2072.625,97.85,63.92,-1.7496
2073.667,97.90,63.48,-1.8284
2074.708,97.95,63.36,-1.8504
2075.75,98.00,63.73,-1.7857
2076.792,98.05,63.83,-1.7688
2077.833,98.10,65.56,-1.4632
2078.875,98.15,65.20,-1.5278
2079.917,98.20,66.17,-1.3568
2080.958,98.25,67.78,-1.0725
2082,98.30,69.02,-0.8537
2083.042,98.35,67.26,-1.1662
2084.083,98.40,67.62,-1.1032
2085.125,98.45,70.83,-0.5356
2086.167,98.50,74.53,0.1189
2087.208,98.55,73.57,-0.0519
2088.25,98.60,76.61,0.4857
2089.292,98.65,76.98,0.5504
2090.333,98.70,76.97,0.5478
2091.375,98.75,75.68,0.3185
2092.417,98.80,74.91,0.1814
2093.458,98.85,70.76,-0.5544
2094.5,98.90,68.75,-0.9112
2095.542,98.95,69.26,-0.8217
2096.583,99.00,60.18,-2.4306
2097.625,99.05,60.79,-2.3233
2098.667,99.10,69.32,-0.8135
2099.708,99.15,73.19,-0.1289
2100.75,99.20,74.18,0.0456
2101.792,99.25,75.49,0.2768
2102.833,99.30,75.71,0.3150
2103.875,99.35,76.02,0.3691
2104.917,99.40,76.16,0.3930
2105.958,99.45,76.10,0.3816
2107,99.50,77.40,0.6110
2108.042,99.55,77.75,0.6722
2109.083,99.60,78.16,0.7440
2110.125,99.65,78.31,0.7698
2111.167,99.70,77.57,0.6379
2112.208,99.75,76.50,0.4476
2113.25,99.80,74.15,0.0306
2114.292,99.85,69.98,-0.7087
2115.333,99.90,67.86,-1.0850
2116.375,99.95,65.71,-1.4665
2117.417,100.00,65.04,-1.5860
2118.458,100.05,67.50,-1.1511
2119.5,100.10,69.62,-0.7765
2120.542,100.15,70.87,-0.5559
2121.583,100.20,72.58,-0.2539
2122.625,100.25,74.96,0.1668
2123.667,100.30,76.35,0.4122
2124.708,100.35,78.09,0.7195
2125.75,100.40,77.65,0.6408
2126.792,100.45,79.52,0.9711
2127.833,100.50,79.93,1.0429
2128.875,100.55,81.28,1.2812
2129.917,100.60,80.04,1.0608
2130.958,100.65,80.59,1.1574
2132,100.70,79.88,1.0309
2133.042,100.75,78.23,0.7378
2134.083,100.80,78.36,0.7601
2135.125,100.85,77.34,0.5786
2136.167,100.90,76.72,0.4680
2137.208,100.95,76.84,0.4884
2138.25,101.00,76.18,0.3707
2139.292,101.05,75.14,0.1858
2140.333,101.10,73.55,-0.0966
2141.375,101.15,68.96,-0.9103
2142.417,101.20,62.81,-2.0003
2143.458,101.25,64.88,-1.6345
2144.5,101.30,62.93,-1.9807
2145.542,101.35,63.21,-1.9319
2146.583,101.40,63.32,-1.9132
2147.625,101.45,61.67,-2.2063
2148.667,101.50,61.29,-2.2744
2149.708,101.55,63.13,-1.9493
2150.75,101.60,62.29,-2.0989
2151.792,101.65,61.40,-2.2573
2152.96,101.70,62.31,-2.0970
2154.16,101.75,63.90,-1.8164
2155.36,101.80,60.66,-2.3911
2156.56,101.85,60.18,-2.4771
2157.76,101.90,61.79,-2.1929
2158.96,101.95,65.10,-1.6076
2160.16,102.00,65.31,-1.5713
2161.36,102.05,65.04,-1.6201
2162.56,102.10,65.96,-1.4581
2163.76,102.15,66.88,-1.2961
2164.96,102.20,66.96,-1.2828
2166.16,102.25,67.86,-1.1244
2167.36,102.30,69.50,-0.8349
2168.56,102.35,74.63,0.0727
2169.76,102.40,77.81,0.6350
2170.96,102.45,78.88,0.8236
2172.16,102.50,79.70,0.9678
2173.36,102.55,79.29,0.8943
2174.56,102.60,77.30,0.5409
2175.76,102.65,77.92,0.6498
2176.96,102.70,79.46,0.9216
2178.16,102.75,79.73,0.9685
2179.36,102.80,79.48,0.9233
2180.56,102.85,78.46,0.7417
2181.76,102.90,77.46,0.5637
2182.96,102.95,78.14,0.6832
2184.16,103.00,76.65,0.4184
2185.36,103.05,73.08,-0.2148
2186.56,103.10,76.15,0.3280
2187.76,103.15,76.27,0.3483
2188.96,103.20,73.56,-0.1326
2190.16,103.25,72.72,-0.2823
2191.36,103.30,71.51,-0.4975
2192.56,103.35,72.22,-0.3727
2193.76,103.40,71.15,-0.5631
2194.96,103.45,70.71,-0.6420
2196.16,103.50,70.10,-0.7509
2197.36,103.55,70.03,-0.7642
2198.56,103.60,70.99,-0.5952
2199.76,103.65,71.06,-0.5837
2200.714,103.70,71.68,-0.4746
2201.607,103.75,71.87,-0.4417
2202.5,103.80,71.60,-0.4902
2203.393,103.85,70.49,-0.6875
2204.286,103.90,72.86,-0.2684
2205.178,103.95,72.61,-0.3134
2206.071,104.00,75.04,0.1163
2206.964,104.05,75.68,0.2289
2207.857,104.10,74.99,0.1060
2208.75,104.15,75.81,0.2506
2209.643,104.20,75.20,0.1418
2210.536,104.25,72.42,-0.3512
2211.428,104.30,76.53,0.3760
2212.321,104.35,75.68,0.2248
2213.214,104.40,75.44,0.1816
2214.107,104.45,75.21,0.1401
2215,104.50,71.70,-0.4822
2215.893,104.55,69.27,-0.9132
2216.786,104.60,70.86,-0.6323
2217.678,104.65,74.02,-0.0734
2218.571,104.70,76.99,0.4519
2219.464,104.75,77.94,0.6195
2220.357,104.80,77.58,0.5550
2221.25,104.85,78.11,0.6482
2222.143,104.90,78.59,0.7325
2223.036,104.95,78.59,0.7318
2223.928,105.00,78.87,0.7807
2224.822,105.05,78.89,0.7836
2225.714,105.10,79.27,0.8502
2226.607,105.15,78.63,0.7361
2227.5,105.20,78.57,0.7248
2228.393,105.25,78.57,0.7241
2229.286,105.30,77.25,0.4897
2230.178,105.35,75.85,0.2410
2231.072,105.40,74.30,-0.0342
2231.964,105.45,72.50,-0.3536
2232.857,105.50,71.06,-0.6094
2233.75,105.55,69.05,-0.9660
2234.643,105.60,67.38,-1.2625
2235.536,105.65,64.35,-1.7998
2236.428,105.70,63.53,-1.9457
2237.321,105.75,64.51,-1.7728
2238.214,105.80,64.06,-1.8532
2239.107,105.85,65.09,-1.6715
2240,105.90,64.47,-1.7820
2240.882,105.95,63.84,-1.8942
2241.765,106.00,63.32,-1.9870
2242.647,106.05,64.12,-1.8460
2243.529,106.10,65.94,-1.5244
2244.412,106.15,68.56,-1.0611
2245.294,106.20,69.94,-0.8174
2246.177,106.25,71.31,-0.5754
2247.059,106.30,70.87,-0.6540
2247.941,106.35,75.99,0.2521
2248.823,106.40,76.83,0.4001
2249.706,106.45,78.27,0.6545
2250.588,106.50,79.49,0.8699
2251.471,106.55,79.20,0.8178
2252.353,106.60,81.31,1.1908
2253.235,106.65,80.92,1.1211
2254.118,106.70,80.50,1.0460
2255,106.75,80.52,1.0488
2255.882,106.80,80.21,0.9933
2256.765,106.85,79.05,0.7871
2257.647,106.90,80.06,0.9653
2258.529,106.95,79.70,0.9009
2259.412,107.00,79.75,0.9091
2260.294,107.05,76.97,0.4160
2261.177,107.10,76.94,0.4100
2262.059,107.15,76.85,0.3934
2262.941,107.20,79.06,0.7841
2263.823,107.25,79.56,0.8720
2264.706,107.30,79.60,0.8784
2265.588,107.35,78.76,0.7289
2266.471,107.40,78.39,0.6627
2267.353,107.45,77.90,0.5753
2268.235,107.50,76.29,0.2895
2269.118,107.55,77.48,0.4995
2270,107.60,74.96,0.0525
2270.882,107.65,70.19,-0.7929
2271.765,107.70,71.22,-0.6112
2272.647,107.75,69.94,-0.8386
2273.53,107.80,67.42,-1.2855
2274.412,107.85,66.44,-1.4598
2275.294,107.90,65.71,-1.5897
2276.177,107.95,67.38,-1.2947
2277.059,108.00,67.88,-1.2068
2277.941,108.05,65.94,-1.5511
2278.823,108.10,65.83,-1.5712
2279.706,108.15,65.07,-1.7065
2280.588,108.20,63.91,-1.9126
2281.471,108.25,64.79,-1.7575
2282.469,108.30,65.55,-1.6236
2283.642,108.35,66.60,-1.4386
2284.815,108.40,68.01,-1.1898
2285.988,108.45,69.49,-0.9286
2287.16,108.50,72.61,-0.3770
2288.333,108.55,74.07,-0.1193
2289.506,108.60,76.46,0.3031
2290.679,108.65,75.85,0.1941
2291.852,108.70,76.97,0.3916
2293.025,108.75,77.10,0.4137
2294.198,108.80,76.93,0.3827
2295.37,108.85,76.30,0.2702
2296.543,108.90,77.33,0.4517
2297.716,108.95,78.33,0.6279
2298.889,109.00,77.92,0.5544
2300.062,109.05,77.90,0.5499
2301.235,109.10,75.76,0.1700
2302.407,109.15,76.49,0.2984
2303.58,109.20,75.93,0.1983
2304.753,109.25,75.10,0.0504
2305.926,109.30,74.87,0.0087
2307.099,109.35,74.66,-0.0294
2308.272,109.40,74.44,-0.0692
2309.444,109.45,73.74,-0.1941
2310.617,109.50,74.62,-0.0392
2311.79,109.55,72.54,-0.4084
2312.963,109.60,74.21,-0.1136
2314.136,109.65,73.16,-0.3005
2315.309,109.70,73.59,-0.2252
2316.481,109.75,75.89,0.1812
2317.654,109.80,75.64,0.1360
2318.827,109.85,73.16,-0.3041
2320,109.90,69.78,-0.9036
2320.979,109.95,71.50,-0.5998
2321.959,110.00,72.28,-0.4624
2322.938,110.05,71.54,-0.5942
2323.917,110.10,70.89,-0.7101
2324.897,110.15,67.38,-1.3324
2325.876,110.20,63.88,-1.9531
2326.856,110.25,65.04,-1.7484
2327.835,110.30,65.60,-1.6500
2328.814,110.35,65.90,-1.5976
2329.794,110.40,66.50,-1.4921
2330.773,110.45,68.02,-1.2237
2331.753,110.50,69.10,-1.0331
2332.732,110.55,70.95,-0.7063
2333.711,110.60,70.19,-0.8416
2334.691,110.65,73.88,-0.1889
2335.67,110.70,75.38,0.0760
2336.649,110.75,75.39,0.0770
2337.629,110.80,76.65,0.2994
2338.608,110.85,77.57,0.4616
2339.588,110.90,78.96,0.7070
2340.567,110.95,78.62,0.6460
2341.546,111.00,78.62,0.6453
2342.526,111.05,78.86,0.6870
2343.505,111.10,79.48,0.7960
2344.485,111.15,79.34,0.7705
2345.464,111.20,79.44,0.7874
2346.443,111.25,79.15,0.7353
2347.423,111.30,78.89,0.6885
2348.402,111.35,78.34,0.5904
2349.382,111.40,76.91,0.3363
2350.361,111.45,75.01,-0.0009
2351.34,111.50,72.63,-0.4232
2352.32,111.55,70.32,-0.8330
2353.299,111.60,70.68,-0.7700
2354.278,111.65,72.35,-0.4750
2355.258,111.70,72.99,-0.3624
2356.237,111.75,72.46,-0.4571
2357.217,111.80,72.00,-0.5393
2358.226,111.85,70.49,-0.8075
2359.353,111.90,70.78,-0.7570
2360.48,111.95,69.72,-0.9456
2361.608,112.00,67.32,-1.3715
2362.735,112.05,65.59,-1.6788
2363.863,112.10,64.40,-1.8904
2364.99,112.15,65.78,-1.6469
2366.118,112.20,63.79,-2.0002
2367.245,112.25,64.02,-1.9603
2368.373,112.30,63.44,-2.0639
2369.5,112.35,61.61,-2.3889
2370.627,112.40,61.98,-2.3242
2371.755,112.45,68.97,-1.0872
2372.882,112.50,71.73,-0.5993
2374.01,112.55,73.05,-0.3664
2375.137,112.60,74.67,-0.0803
2376.265,112.65,75.69,0.0994
2377.392,112.70,75.78,0.1145
2378.52,112.75,77.39,0.3988
2379.647,112.80,77.04,0.3359
2380.775,112.85,77.28,0.3775
2381.902,112.90,77.19,0.3607
2383.029,112.95,77.22,0.3652
2384.157,113.00,78.62,0.6122
2385.284,113.05,77.78,0.4626
2386.412,113.10,76.30,0.1996
2387.539,113.15,74.47,-0.1254
2388.667,113.20,73.11,-0.3671
2389.794,113.25,72.45,-0.4849
2390.922,113.30,74.66,-0.0943
2392.049,113.35,73.32,-0.3325
2393.177,113.40,74.27,-0.1652
2394.304,113.45,72.27,-0.5202
2395.431,113.50,74.88,-0.0589
2396.559,113.55,73.57,-0.2918
2397.686,113.60,74.73,-0.0872
2398.814,113.65,76.13,0.1599
2399.941,113.70,75.95,0.1271
2401.069,113.75,76.51,0.2254
2402.196,113.80,74.99,-0.0446
2403.323,113.85,76.71,0.2591
2404.352,113.90,76.04,0.1396
2405.231,113.95,73.47,-0.3162
2406.11,114.00,71.46,-0.6728
2406.989,114.05,67.69,-1.3412
2407.868,114.10,69.68,-0.9894
2408.747,114.15,67.31,-1.4099
2409.626,114.20,72.10,-0.5622
2410.506,114.25,78.67,0.6006
2411.385,114.30,79.87,0.8125
2412.264,114.35,79.92,0.8207
2413.143,114.40,79.80,0.7987
2414.022,114.45,80.49,0.9202
2414.901,114.50,80.42,0.9072
2415.78,114.55,79.58,0.7577
2416.659,114.60,78.08,0.4914
2417.539,114.65,79.24,0.6961
2418.417,114.70,77.19,0.3324
2419.297,114.75,74.72,-0.1057
2420.176,114.80,72.38,-0.5208
2421.055,114.85,69.75,-0.9873
2421.934,114.90,62.41,-2.2879
2422.813,114.95,64.36,-1.9432
2423.692,115.00,65.09,-1.8146
2424.572,115.05,65.55,-1.7338
2425.451,115.10,67.90,-1.3183
2426.33,115.15,64.96,-1.8397
2427.209,115.20,62.45,-2.2849
2428.088,115.25,65.82,-1.6887
2428.967,115.30,67.22,-1.4415
2429.846,115.35,66.01,-1.6564
2430.725,115.40,65.02,-1.8324
2431.604,115.45,63.32,-2.1342
2432.484,115.50,63.78,-2.0534
2433.363,115.55,63.05,-2.1834
2434.242,115.60,61.69,-2.4249
2435.121,115.65,60.44,-2.6470
2436,115.70,60.99,-2.5503
2437.171,115.75,61.32,-2.4927
2438.343,115.80,61.72,-2.4228
2439.513,115.85,63.82,-2.0518
2440.685,115.90,65.31,-1.7888
2441.856,115.95,63.92,-2.0359
2443.027,116.00,66.39,-1.5994
2444.198,116.05,64.97,-1.8518
2445.369,116.10,62.56,-2.2795
2446.541,116.15,64.64,-1.9120
