Age,d180,d180N,L*,SST,Alkane,Alkanol,Sediment,Red,Green,Blue,Grey
343,4.802,-1.9936483409999999,-1.912518374,-1.7899960330000002,0.309026892,0.9247424120000001,0.63134755,0.754811242,0.7459014820000001,0.893033266,0.7703973690000001
344,4.756,-1.901434626,-2.288008626,-1.782452621,0.292879862,0.9176396990000001,0.651259079,0.54062263,0.549829821,0.736860335,0.572348767
345,4.792,-1.973601881,-2.327303285,-1.769290619,0.265733905,0.900992716,0.6750340090000001,1.1563614629999999,1.136034478,1.149109275,1.150520671
346,4.678999999999999,-1.747076885,-1.964588031,-1.750975213,0.22714412899999997,0.900992716,0.707058739,1.12178413,1.0768963679999999,0.968199684,1.0865012040000002
347,4.525,-1.438361405,-1.389051476,-1.7326313880000002,0.19457879,0.887597188,0.744121702,0.926039645,0.863145762,0.7003590340000001,0.868050615
348,4.485,-1.358175566,-1.338819728,-1.717896961,0.170907493,0.8675217559999999,0.779488799,1.09600005,1.010832605,0.8487950879999999,1.021770319
349,4.632,-1.652858524,-1.692827955,-1.7084065959999999,0.16253578800000001,0.8557176209999999,0.812810155,1.172980427,1.088728541,0.9453315390000001,1.1019750659999998
350,4.649,-1.686937506,-1.765913766,-1.701756899,0.149665919,0.8453771990000001,0.837561195,-0.52655591,-0.509612871,-0.480349335,-0.5133673870000001
351,4.643,-1.67490963,-1.8524657409999998,-1.698280014,0.13236209300000001,0.8149101879999999,0.851520947,0.0,0.0,0.0,0.0
352,4.529,-1.446379989,-1.675198346,-1.6969770309999999,0.117838943,0.799701057,0.856736505,0.0,0.0,0.0,0.0
353,4.43,-1.247920037,-1.5393817280000002,-1.6928751380000002,0.10057921,0.799701057,0.862059888,0.0,0.0,0.0,0.0
354,4.43,-1.247920037,-1.3867002609999999,-1.688356903,0.088808416,0.799701057,0.8663462140000001,0.0,0.0,0.0,0.0
355,4.541,-1.47043574,-1.215129713,-1.6862234980000002,0.084824897,0.7863108609999999,0.867208255,0.0,0.0,0.0,0.0
356,4.456,-1.300040832,-1.233856289,-1.687298389,0.08349430299999999,0.78536207,0.86571797,0.0,0.0,0.0,0.0
357,4.565,-1.518547244,-0.9899950790000001,-1.6846941659999999,0.074612209,0.7846906379999999,0.8633121420000001,0.0,0.0,0.0,0.0
358,4.563,-1.514537952,-1.026967084,-1.682774152,0.069544966,0.775214787,0.861545637,0.0,0.0,0.0,0.0
359,4.498,-1.384235963,-1.141898567,-1.681264129,0.065595334,0.775214787,0.8591803240000001,0.0,0.0,0.0,0.0
360,4.555,-1.498500784,-1.2341449420000001,-1.679820017,0.066275452,0.775214787,0.857260802,0.0,0.0,0.0,0.0
361,4.489,-1.36619415,-1.543734166,-1.67851247,0.057632043,0.775214787,0.854940866,0.0,0.0,0.0,0.0
362,4.518,-1.424328883,-1.6491980880000001,-1.670893461,0.040019928999999996,0.762894355,0.852856752,0.0,0.0,0.0,0.0
363,4.513999999999999,-1.416310299,-1.5730016169999999,-1.657007141,0.016494658,0.744430135,0.850584261,0.0,0.0,0.0,0.0
364,4.376,-1.1396691540000001,-1.329961353,-1.640879424,-0.008892348000000001,0.744430135,0.848332097,0.0,0.0,0.0,0.0
365,4.44,-1.267966497,-0.966512915,-1.625151264,-0.031016272,0.744430135,0.8461100140000001,0.0,0.0,0.0,0.0
366,4.306,-0.9993439359999999,-0.595600221,-1.610496839,-0.043656247999999995,0.744430135,0.843676622,0.0,0.0,0.0,0.0
367,4.382,-1.15169703,-0.417314529,-1.601557356,-0.049429678,0.744430135,0.841509783,0.0,0.0,0.0,0.0
368,4.399,-1.185776012,-0.452715351,-1.5928801019999999,-0.054773995,0.744430135,0.8388914940000001,0.0,0.0,0.0,0.0
369,4.383,-1.1537016759999998,-0.347096554,-1.5853092080000002,-0.059061565999999996,0.74964447,0.83678077,0.0,0.0,0.0,0.0
370,4.36,-1.107594818,-0.393950477,-1.577268835,-0.061325774000000007,0.75044717,0.833962599,0.0,0.0,0.0,0.0
371,4.288,-0.963260308,-0.290040402,-1.571994485,-0.06172905,0.75044717,0.831915912,0.0,0.0,0.0,0.0
372,4.423,-1.233887515,-0.378700973,-1.5597571330000002,-0.06389261,0.75044717,0.826842277,0.0,0.0,0.0,0.0
373,4.284,-0.9552417240000001,-0.164031173,-1.545503795,-0.064053881,0.75044717,0.821612569,0.0,0.0,0.0,0.0
374,4.338,-1.063492607,-0.185440637,-1.5324477680000002,-0.061300187,0.75044717,0.820310592,0.0,0.0,0.0,0.0
375,4.207,-0.800883984,-0.338534082,-1.51911506,-0.064665544,0.75044717,0.83618476,-1.847677691,-1.7470053769999998,-1.571121698,-1.762636707
376,4.187,-0.7607910640000001,-0.21923952300000002,-1.508828447,-0.068667613,0.75044717,0.8583225729999999,-1.800499759,-1.70493171,-1.536065831,-1.71994917
377,4.198,-0.78284217,-0.215831965,-1.503805915,-0.075339784,0.7522680490000001,0.889453197,-1.4953490680000001,-1.402691124,-1.254833185,-1.41784971
378,4.172,-0.730721375,0.019370958,-1.5003892909999998,-0.07782906,0.7549969390000001,0.917256941,-1.080559727,-0.9990368690000001,-0.88576819,-1.0127908509999999
379,4.173,-0.73272602,0.007797612,-1.49842946,-0.07530956400000001,0.7549969390000001,0.94663186,-1.954099477,-1.81497891,-1.6274007240000001,-1.841061694
380,4.2,-0.786851462,0.046649505,-1.496258505,-0.073700396,0.7549969390000001,0.977492303,-1.375081557,-1.266126509,-1.05406889,-1.278247303
381,4.143,-0.672586641,-0.235666679,-1.494602641,-0.073710428,0.7549969390000001,1.00492073,-0.38926307200000004,-0.35602214299999996,-0.159356235,-0.343353366
382,4.051,-0.48815921100000004,-0.41461862,-1.490667697,-0.072408364,0.7549969390000001,1.038605426,-1.010368997,-0.9345098620000001,-0.727223652,-0.9358231490000001
383,4.117,-0.620465846,0.044570898,-1.484666504,-0.076897143,0.7549969390000001,1.079249889,-1.303620564,-1.210861645,-1.025007281,-1.220646497
384,4.105,-0.596410094,0.509003338,-1.4764152380000002,-0.075488955,0.7549969390000001,1.136241898,0.282490041,0.288076962,0.48270951799999995,0.311443861
385,4.122,-0.630489076,0.492647059,-1.475095984,-0.078195112,0.7549969390000001,1.196903796,0.767702021,0.762414589,0.806547297,0.772968532
386,4.06,-0.506201025,0.39323632299999994,-1.474312549,-0.076731992,0.7549969390000001,1.2657769490000002,1.345274386,1.31474647,1.287987602,1.326740053
387,3.964,-0.31375501100000003,0.372180341,-1.471178207,-0.07392545,0.76135831,1.314057064,1.30055919,1.340468896,1.263066895,1.3229272090000002
388,3.9189999999999996,-0.223545942,0.549543737,-1.469495681,-0.073744935,0.76135831,1.3812092880000002,1.140341557,1.178259133,1.068850114,1.159155297
389,3.9,-0.18545766800000002,0.358252141,-1.469198335,-0.07095204599999999,0.76135831,1.450835675,0.921715657,0.960345687,0.8447399720000001,0.940011687
390,3.9410000000000003,-0.26764815399999997,0.41850161799999996,-1.470694393,-0.07463861299999999,0.76135831,1.5120409280000002,0.65417267,0.7045280079999999,0.5806282939999999,0.678376222
391,3.997,-0.37990832799999996,0.6115463010000001,-1.470839843,-0.079228424,0.76135831,1.564685149,0.344315511,0.397336013,0.257367866,0.366759319
392,3.968,-0.321773595,0.7240420340000001,-1.4668270159999999,-0.087000471,0.76135831,1.63190021,0.219107881,0.275340465,0.11534425699999999,0.239726131
393,3.8569999999999998,-0.099257891,0.528438686,-1.465280626,-0.091737543,0.76135831,1.699689671,-0.059869905999999994,-0.006479537,-0.151928479,-0.040383628
394,3.9189999999999996,-0.223545942,0.15725171599999999,-1.466059472,-0.096079797,0.76135831,1.755433024,-0.44135105700000005,-0.38188276200000004,-0.51248338,-0.41742376299999995
395,3.759,0.09719741400000001,-0.22254076600000003,-1.467030726,-0.103857436,0.76135831,1.8150607419999998,-0.7348985509999999,-0.6781228009999999,-0.685567625,-0.7001238059999999
396,3.715,0.185401838,0.038818937000000005,-1.465192715,-0.12048420900000001,0.76294509,1.8814130690000002,-1.60717422,-1.533826897,-1.3830576019999998,-1.5439385890000001
397,3.465,0.6865633320000001,0.74344577,-1.4606745019999998,-0.139373476,0.7637372109999999,1.949324824,-1.305695765,-1.244352266,-1.175723962,-1.263155442
398,3.503,0.610386785,0.999080557,-1.468337414,-0.150449134,0.7637372109999999,2.014427176,-0.982223926,-0.9182277459999999,-0.8814414290000001,-0.9425121940000001
399,3.5210000000000004,0.574303157,1.041942691,-1.4763334430000001,-0.148570344,0.7637372109999999,2.068929104,-0.8860333579999999,-0.817315874,-0.801054281,-0.84567287
400,3.29,1.037376378,1.060173126,-1.487469341,-0.151498074,0.7637372109999999,2.130904709,-0.629464214,-0.589728279,-0.627224435,-0.611908504
401,3.1889999999999996,1.239845622,1.082898812,-1.5025119340000002,-0.154671299,0.7637372109999999,2.193842908,-0.383817445,-0.332446422,-0.421448428,-0.358399194
402,3.202,1.213785224,1.20593074,-1.5211985140000002,-0.154958003,0.7637372109999999,2.261584208,-0.22270589100000002,-0.10910431,-0.22548718399999998,-0.159302448
403,3.154,1.3100082309999999,0.7660149959999999,-1.532949689,-0.153777596,0.7637372109999999,2.3086117369999997,0.13618823900000002,0.199660631,0.05172422,0.162455988
404,3.199,1.219799162,0.21161376399999998,-1.5477940609999998,-0.150472143,0.7637372109999999,2.36342501,0.24308329899999997,0.29771447100000004,0.191491427,0.267867285
405,3.114,1.39019407,1.008132275,-1.561729255,-0.15237824,0.7637372109999999,2.427399224,0.76396669,0.726806385,0.820300349,0.753917837
406,3.193,1.231827038,0.8693512379999999,-1.574787949,-0.15438886599999999,0.7637372109999999,2.4942528619999997,1.110430773,1.074752895,1.222498546,1.108636677
407,3.2110000000000003,1.195743411,1.392241021,-1.583526082,-0.158648998,0.7637372109999999,2.550107609,0.92771293,0.848596837,1.048064895,0.897981061
408,3.1689999999999996,1.279938542,1.4181827269999998,-1.5939003109999998,-0.157494999,0.7637372109999999,2.606183494,0.563930641,0.50630427,0.8362416420000001,0.564244188
409,3.218,1.181710889,1.367123848,-1.602403927,-0.15794129199999998,0.7637372109999999,2.67116776,0.98804998,0.9892341999999998,1.313562209,1.030936182
410,3.15,1.318026815,1.343947745,-1.610730124,-0.15829495400000002,0.7637372109999999,2.736575924,1.315281092,1.3415309979999999,1.586844299,1.3676385930000001
411,3.286,1.045394962,1.2191960640000001,-1.615412061,-0.160514749,0.7637372109999999,2.7858896539999995,1.250546079,1.286276349,1.4905414959999999,1.304840683
412,3.307,1.003297397,1.188470413,-1.621549855,-0.16054955099999998,0.7637372109999999,2.8448171739999997,1.19738672,1.243000144,1.4447935140000001,1.25804418
413,3.384,0.848939656,1.111554417,-1.626299612,-0.160273714,0.7637372109999999,2.906961855,1.043077668,1.168393436,1.387325149,1.161941672
